Azimuth,Elevation,Wind_Direction,Wind_speed,Temp,Humidity,Pressure,Inclinometer1_X,Inclinometer1_Y,Inclinometer2_X,Temp1,Temp2,Temp3,Temp4,Temp5,Temp6,Temp7,Temp8,Temp9,Temp10,Temp11,Temp12,Temp13,Temp14,Strain1,Strain2,Strain3,Strain4,Strain5,Strain6,Strain7,Strain8,Strain9,Strain10,Strain11,Strain12,Strain13,Strain14,DeltaA,DeltaE,Roll
180.000000,30.000000,180.0,9.695342293076195,32.35054837226961,70.56605351006654,101.3,5.0712,0.0124,35.0891,31.75652114901828,33.268588829725175,30.648065076706455,32.994561643836725,33.76685587889394,32.669653199904246,32.54287987118459,30.993543467161217,34.91246581033156,30.619818988887385,34.29941061059745,33.44831091759795,34.90187437966124,34.27811626628831,2.800192695076809e-07,3.026862531352921e-07,3.2190611869785044e-07,3.1063053092540127e-07,1.1884098703828092e-05,1.4821790121849337e-05,1.1497293265112285e-05,9.981626679103999e-06,3.885215188518208e-05,0.00015922126663576474,4.436201430060673e-05,8.738730440558986e-05,0.00010309659839620598,5.397709567215178e-05,0.00290061060144353,-0.00126733097694753,0.000333029962159662
180.000000,30.000000,180.0,12.527992910953046,6.6910277098056135,71.6626311067305,101.3,5.0712,0.0124,35.0891,4.747145797040722,6.744495277129713,6.274213506436873,4.900355657165711,7.421215857405102,5.322306044535511,7.712469203777978,7.5233585035901385,8.591255126274891,5.069988891143261,8.0400115581621,5.479354032365723,8.38363873422484,8.39762853547736,2.6381434192150933e-07,3.064118377591165e-07,3.3102552438595833e-07,3.6370707679532444e-07,1.4103466953941079e-05,1.414826447576856e-05,1.5539220800213245e-05,1.1718382326848104e-05,3.4890942821936604e-05,0.00016975866455042765,4.134052215848335e-05,7.950200642807305e-05,9.62876578703018e-05,6.437334625390253e-05,0.00312176538218978,-0.00154280566561127,0.000339267273841452
180.000000,30.000000,180.0,10.989193446256147,9.127602232386813,60.31316817157112,101.3,5.0712,0.0124,35.0891,8.95003565469231,9.206472857778174,10.482444428623667,9.231788634814476,9.162914697986219,8.529480005794722,11.265144844230214,9.498411220946876,7.613789177942198,9.867602276251166,9.581954668333134,8.245767565604858,11.212572730333136,9.812814647390088,2.5008676209049276e-07,3.040349513922984e-07,2.915699886284963e-07,3.552647836478158e-07,1.1421140855269392e-05,1.8165633212996234e-05,1.3229982125694978e-05,1.0645141238911943e-05,4.111158432093037e-05,0.0001853839997230896,4.852255332233099e-05,8.263571205244709e-05,0.00010946672153957672,6.093051106952181e-05,0.00287038190430167,-0.00125727733471592,0.000328120756446119
180.000000,30.000000,180.0,10.587593046221293,33.860126201887425,75.75963881764343,101.3,5.0712,0.0124,35.0891,32.50636679617383,34.76431627287492,34.654273014999376,32.96750460508152,35.9558072044201,32.026013332356456,35.911964804863146,32.19341901015568,35.44519125827088,33.134586052500154,32.00312197388224,34.148168213425045,36.05666754935515,32.6181192276737,2.47503972393258e-07,2.6885626304151757e-07,3.572773286545064e-07,3.349546370784792e-07,1.4327132435626024e-05,1.4746952031320581e-05,1.5065701948618854e-05,1.2920334858702785e-05,3.3114474884746606e-05,0.0001448947932181496,4.892286062368708e-05,9.462625242899695e-05,0.00011280392757984568,5.1141577527935526e-05,-0.0518741110668088,-0.0125330068971472,0.00174089261477972
180.000000,30.000000,180.0,11.09584594465321,26.906448260781744,77.98703101509057,101.3,5.0712,0.0124,35.0891,27.086701241950255,29.57765528144646,24.9898138473211,27.166141483901278,25.504790045808452,26.865628722358284,26.12231883229513,27.758694462868792,27.287553269547615,28.49361892515257,29.075533358048794,27.96220772405183,25.930144906263276,27.510479787313468,2.676682037052295e-07,2.986105920233584e-07,3.2044369276600204e-07,3.7037272097932914e-07,1.2662378947676634e-05,1.546438582402117e-05,1.3180767335338039e-05,1.1271537340853309e-05,3.462742335673934e-05,0.0001846391796858528,4.995595575053424e-05,8.356351735100619e-05,0.00010725470027655704,5.690045891097261e-05,0.00276248350411379,-0.00103541718018718,0.000331946021254273
180.000000,30.000000,180.0,2.0256537448003424,34.102751666992006,60.51453056379509,101.3,5.0712,0.0124,35.0891,32.720230874823194,36.93854968699213,33.5471310017644,37.04729293407692,33.423998073320156,32.83099939986505,36.60450734411209,34.65561685942896,33.462145308211625,34.904987458455665,32.615490307667294,36.0402543313972,34.979425305619586,32.46247191482356,2.4174525206287064e-07,2.7301255953946284e-07,3.3527892172194436e-07,3.2644637447649033e-07,1.1283569111435048e-05,1.6631668130880483e-05,1.1955091512832864e-05,9.61698293761671e-06,3.83565264977396e-05,0.00013841599981642637,4.606893889664859e-05,8.665924729707871e-05,0.00011793989850088949,5.536622539897933e-05,0.00304934512382715,-0.001269226629109,0.000333434600635485
180.000000,30.000000,180.0,0.010195896276134486,30.72724402610783,61.18196190690325,101.3,5.0712,0.0124,35.0891,32.9328156315362,30.00087556018691,28.83672441278577,32.348579319540825,30.29540116287007,31.327564374834573,28.83097066192528,31.158506503366127,31.911147578378376,31.641568801857858,32.928361731405104,30.327937783437324,33.22839625292212,32.75824729441231,2.2203455262312972e-07,3.1804701859919434e-07,2.9695914087498634e-07,3.7343232158879153e-07,1.2189895116567886e-05,1.6859016224005984e-05,1.4466420472988401e-05,1.0417918269248472e-05,3.2652366191523785e-05,0.00018347382769588232,4.527334124583468e-05,8.597427149710838e-05,9.570259731204196e-05,5.324482840310095e-05,0.00282009759550306,-0.00120037529363515,0.00035668929250543
180.000000,30.000000,180.0,8.443531214931001,27.30116317061875,69.86788700621628,101.3,5.0712,0.0124,35.0891,26.11960309312642,28.214512324262042,27.48247432459564,28.777237132739145,28.686550610128375,28.863393090667017,29.487688014981387,27.208086727733047,28.6666547715687,28.171302185697403,29.927038944843915,26.847906792260552,28.440344662140195,28.170558773276046,2.7006605081397945e-07,2.9527199378761083e-07,3.339902999303828e-07,3.0224289582916903e-07,1.4930020572649501e-05,1.6171782447209463e-05,1.1998032916257188e-05,1.0457362686949633e-05,4.020578356734052e-05,0.00018297376282730126,4.811694513023743e-05,0.00010121377392501928,0.00011536797745113046,5.916914603544113e-05,0.00270949425399181,-0.00128978804130497,0.000335063992247205
180.000000,30.000000,180.0,10.205548900911714,29.24826564102786,69.84589358341829,101.3,5.0712,0.0124,35.0891,29.57450080973773,28.193983826743583,28.484871910201164,29.268259282311412,30.239626895493043,32.195784309877084,27.289898539011688,31.68733976680293,29.684349409888135,31.83497144013907,28.054371561302396,27.944821691869148,29.428124900592888,31.25190919957506,2.727233586466857e-07,2.604698810909335e-07,3.2999726205541653e-07,2.950157250959634e-07,1.310654440554264e-05,1.6223326892174405e-05,1.3832524714674384e-05,1.2544317964779066e-05,3.731993962154239e-05,0.00015561639453452112,4.8212706658441146e-05,7.968245354740424e-05,9.398495630016518e-05,6.084543287526173e-05,0.00234789603445051,-0.00103795818904118,0.000375578352431484
180.000000,30.000000,180.0,11.478325024738659,29.323136158346173,62.94121928090411,101.3,5.0712,0.0124,35.0891,28.58306982862186,27.919451228262876,27.54681701425435,30.79712552731835,27.735644197678553,27.567969498956344,27.552985437774158,31.631143094958972,32.0144389468923,30.060046958102845,28.882552037995637,29.38102286452586,30.841246473600716,27.68157614561181,2.2795202215156244e-07,2.7599110432206004e-07,3.471178073254328e-07,3.284619449836687e-07,1.364982041159824e-05,1.8774355781728287e-05,1.238424190680019e-05,1.0510496015712977e-05,3.9674222182570756e-05,0.00017850016575573257,4.3539829577745946e-05,8.014120574807933e-05,9.812303823993973e-05,5.4058247977904436e-05,0.00204690980865507,-0.000713433010659514,0.00040716377976149
180.000000,30.000000,180.0,5.2189629599871274,5.609926856044064,68.04849598689218,101.3,5.0712,0.0124,35.0891,7.041774908798092,4.094985835451887,5.62071028422956,6.116296493329465,5.482875455999793,5.778475297269187,3.9714380455694385,4.090866551817468,8.476423972270393,6.047564825266338,7.906195863052449,4.766041582110894,4.381674577464858,7.175302110277332,2.8822642037469934e-07,2.950934263786772e-07,3.413096989602766e-07,2.978768435848676e-07,1.5175053283539996e-05,1.4292465732917236e-05,1.370868398838758e-05,1.2140427666514682e-05,3.3835923361232835e-05,0.00014005618667644758,4.5130618208434494e-05,8.533883637363035e-05,0.00010797644421126906,6.329947437167895e-05,0.00214660420095925,-0.000829614560036163,0.000379760373143794
180.000000,30.000000,180.0,9.258256488480724,11.7431084606799,60.00898610999373,101.3,5.0712,0.0124,35.0891,9.887721343767637,11.705953965431481,13.461757058519296,10.3383891836615,10.407221040676458,13.555827923505406,12.178678538030809,11.366501846973621,12.189735809999185,12.984837712383099,11.897347828730435,10.591081172683094,12.64287310395126,14.395799169834081,2.7308211518355887e-07,3.113201847582716e-07,3.202502369430999e-07,3.799909124124455e-07,1.4904837736057866e-05,1.8924878060850022e-05,1.224914360164246e-05,1.0733914572133934e-05,3.83667144662183e-05,0.0001557979016517727,4.5558274283851016e-05,7.909425588565027e-05,0.00011309753757388918,5.510312756687807e-05,0.00201675874205876,-0.000689349571288744,0.000421489280481823
180.000000,30.000000,180.0,11.72472756679419,10.692206356828471,66.5465179524215,101.3,5.0712,0.0124,35.0891,8.893611333666009,11.194196524056698,10.830219790016704,9.622237372145673,10.813515598951648,10.68298353532923,10.920027929750937,9.868406763538442,13.154640487996396,11.251993423239941,9.03158687608368,10.649531919603385,10.19079874055597,11.623799994214743,2.3590719491294726e-07,3.149084242739375e-07,3.0164406342501023e-07,2.815554698330738e-07,1.3218404725840816e-05,1.490549307855942e-05,1.2000197776949246e-05,9.783602916661477e-06,3.330410700977266e-05,0.0001434236219089131,4.53397882066822e-05,8.799597927985057e-05,9.611568063804061e-05,5.9652109456859955e-05,0.00174655254585332,-0.000500792442426956,0.000474948547260006
180.000000,30.000000,180.0,8.3077199140539,9.476100027692562,70.49983179743928,101.3,5.0712,0.0124,35.0891,10.03688821196166,7.543148169101697,8.061157687992111,9.833042272056684,11.350531121608737,9.646995845644549,8.754292835031375,12.017420027053651,9.39214609894069,9.84212955424237,8.680433264889627,9.74023598513586,8.334278954255426,8.041800341272204,2.7326227886627886e-07,2.892755366841041e-07,3.1065462907859603e-07,3.7905512886544206e-07,1.229376190511722e-05,1.7300373221478127e-05,1.3724558730264637e-05,1.1996266428790273e-05,3.285392065266527e-05,0.00016357950482915,4.410741018009149e-05,9.690347742705178e-05,9.318914642118313e-05,5.059098240129641e-05,0.00178269132527475,-0.000568883854679569,0.000530245217067029
180.000000,30.000000,180.0,6.213279301412208,7.726587466616746,64.91467779962892,101.3,5.0712,0.0124,35.0891,9.1272974288771,9.000177553844743,9.036159656127039,9.199173959448554,8.25733827174124,6.680108109523941,8.321911872075905,8.440599793894194,9.490306742176989,5.87614003809117,7.611716105506489,9.94498095240996,10.244501413123672,9.707538042773574,2.776415265709538e-07,3.242342545921942e-07,3.212698262743228e-07,3.6186402738687836e-07,1.1483621697251551e-05,1.741987094710739e-05,1.3839179554104074e-05,1.0627969920838518e-05,3.898144996713232e-05,0.0001509015662772803,4.8532145214144856e-05,7.943065429522988e-05,9.499205435107825e-05,5.5210072761319866e-05,-0.0580392546364124,-0.0165490842088438,0.00203251733318872
180.000000,30.000000,180.0,8.401838850068872,14.920824357541573,63.922904077940856,101.3,5.0712,0.0124,35.0891,17.693714999922804,14.765136763251142,14.961006085504684,13.434171815267401,14.046577273595963,12.98266650828794,15.351677534707274,15.91209921685089,17.728829168234856,13.769399407969818,14.985027912586924,15.065386453000604,13.82071490425771,15.718411870075908,2.735092530290598e-07,2.986707967140517e-07,3.158040349211752e-07,3.4296168595835755e-07,1.5294916809606145e-05,1.8632217376686272e-05,1.2351065859320644e-05,9.867291506152569e-06,4.27081731431594e-05,0.0001812191334445549,4.994342568045971e-05,8.486703192951547e-05,0.00010826046608509784,6.078280360641431e-05,0.00168746000605324,-0.000654766907238979,0.000456107815288396
180.000000,30.000000,180.0,12.152859065231423,10.307113943465541,65.68135623438152,101.3,5.0712,0.0124,35.0891,9.811876170237248,10.440730443916383,9.030073744462623,10.374382019594766,9.76356721123036,12.252023256768059,12.218530682995102,10.415109886762774,10.472102142315649,12.950157635338174,8.468643632350187,9.911682410737303,11.858604475759883,11.058351511341224,2.80092051529788e-07,3.2252850567409645e-07,3.41714847193424e-07,2.885784863752541e-07,1.4359543623560044e-05,1.72522520445894e-05,1.5396950840151572e-05,1.023545808814898e-05,4.235437850247989e-05,0.00017639156515224423,4.3633114256023005e-05,8.007269735497302e-05,9.459158262684895e-05,5.252918368053359e-05,0.00184019162691129,-0.00087296555766514,0.000381165697945034
180.000000,30.000000,180.0,2.1130825869397607,26.940601066979106,76.72606195499853,101.3,5.0712,0.0124,35.0891,25.97993904158156,29.654924490112602,26.476280491720285,26.03991508459344,27.0304188504886,27.777124681658464,26.692965094360964,25.079382130535546,25.19972367706577,27.060725020959143,25.569571206200724,27.886118653511996,25.57811625895357,26.346662886776745,2.3018583901364995e-07,2.9363520559145833e-07,3.6346890220543376e-07,2.9970424779427197e-07,1.1178848429357686e-05,1.606364355153987e-05,1.532991615163229e-05,1.2359915021420541e-05,3.467416949718102e-05,0.00016969772723466478,4.672353014777652e-05,9.661394542813294e-05,0.00011118856709362574,5.942922432626032e-05,0.0020701529507221,-0.00112735959426757,0.000316552362482709
180.000000,30.000000,180.0,5.595337497000289,15.439064108088697,74.97059791018107,101.3,5.0712,0.0124,35.0891,14.4742971052572,14.227092730146543,14.130843695791574,14.992962100032349,16.493768488634153,16.80324310358538,18.206446873621346,18.275160987285666,17.564786750356745,17.139635755964434,16.768893155566843,15.365575022376635,15.239910105915156,16.75748027725699,2.36893755581505e-07,2.7449932980167987e-07,3.1412733013755103e-07,3.079977066672537e-07,1.514976962562147e-05,1.660511331610152e-05,1.205831020644786e-05,1.0023729352903387e-05,3.6893317075377524e-05,0.00017526532354823863,4.5084919982934394e-05,8.445317502158285e-05,0.00011701011914416329,5.6087736046546595e-05,0.00226379043976976,-0.00121508859297492,0.000354669843907894
180.000000,30.000000,180.0,4.424941523285397,24.412238637006677,66.98836230131481,101.3,5.0712,0.0124,35.0891,25.792297711362107,27.3191221446451,23.587421958362864,23.40747114072613,25.04762893888328,23.05846637995568,25.343495542385977,22.741850397832167,23.44684567624636,26.709396059634315,26.496351146357654,25.13392587339439,22.947489375051774,22.56587438092159,2.2641415120388308e-07,3.057677106838737e-07,3.2139559068969737e-07,3.8069937726171055e-07,1.3006764032609263e-05,1.5408410177803888e-05,1.2213681965219554e-05,1.2805507984914912e-05,3.7030923640690044e-05,0.0001526919766601532,4.889246837219561e-05,9.179966352625401e-05,0.00011103940141946121,5.769774632424223e-05,0.00218973087308427,-0.00125604188185591,0.000404132010720519
180.000000,30.000000,180.0,4.123541677803109,32.07516912172657,71.55490898277047,101.3,5.0712,0.0124,35.0891,32.27224548123551,34.20859072205179,30.537513698817396,30.281458298604793,33.48177031361303,34.16328927392943,31.787200675236555,33.08035897576238,31.85395493866077,31.08762840107195,34.375700672085735,30.767175689800695,30.354022816867804,34.02092405340686,2.9812163091172944e-07,3.254274551702189e-07,3.573839029985956e-07,3.604200443441823e-07,1.3238110006651455e-05,1.4791617318785241e-05,1.5705922487230592e-05,1.2072218331592003e-05,3.7505797616326015e-05,0.0001635352689010341,5.22904985460991e-05,8.693484805737257e-05,9.586426328659596e-05,5.1838316870779555e-05,0.00235338021786902,-0.00138818152827724,0.000391042370577892
180.000000,30.000000,180.0,9.779233859886176,17.8692402126577,73.12519568987392,101.3,5.0712,0.0124,35.0891,18.99514566984569,20.31610401078008,18.678424202685562,17.03426672603661,16.777109969839735,18.9208849847026,17.563258073457526,18.46170797189249,19.71566177538264,19.723905056475765,19.370405149430976,19.99286200498679,18.24047781219712,16.9663549285401,2.3852071091349134e-07,2.868446247482521e-07,3.530801813301301e-07,3.56084129832196e-07,1.2139336655527129e-05,1.6744956367181647e-05,1.5729809744999248e-05,9.763603040805145e-06,3.910474976803853e-05,0.00017550260343801214,5.078348595284573e-05,9.331976407867204e-05,9.667559876888718e-05,6.089528502243335e-05,0.00211055356956535,-0.00122263868377104,0.000352594378594993
180.000000,30.000000,180.0,9.727213242509984,20.197206332463075,77.17362066578414,101.3,5.0712,0.0124,35.0891,19.043423618253605,19.343447587241794,22.600142030700052,19.928118973304464,22.117335957483053,22.319689149512655,19.043387426558617,22.693567607347923,20.744488633842156,20.887893207225805,21.423524544372686,19.950169036717746,21.692648861111728,18.770479117836125,2.649446280908619e-07,2.62813361221648e-07,3.348912950263548e-07,3.574264407208683e-07,1.3056433831529164e-05,1.6488039024300232e-05,1.199408060540549e-05,1.1129356609717868e-05,3.840185019114646e-05,0.00017984610585421125,5.0521048848310806e-05,8.320101851598122e-05,9.583134997033778e-05,5.521940974991124e-05,0.00197314740267984,-0.0010323744828078,0.000343966673497319
180.000000,30.000000,180.0,4.598524349621359,14.893001296821396,62.58941364592449,101.3,5.0712,0.0124,35.0891,15.7678717869398,16.979148689651446,13.374357539031624,17.706539534907847,13.57095582215287,14.952209803719391,16.057090669855654,15.665552066729056,13.2132973417305,14.744635334949031,13.543715954548006,16.786923083966855,17.647827640660235,13.871274939722781,2.393881246091048e-07,3.1515568648284985e-07,3.651894097881766e-07,3.8003017327284476e-07,1.105278070171016e-05,1.5651973780866286e-05,1.4023057379983719e-05,1.02305554480533e-05,4.202595936837608e-05,0.0001848992121673202,4.850836499580887e-05,8.410010193451985e-05,0.00010090665448370875,5.661105427444594e-05,0.00180778824616823,-0.00100046381131236,0.000334008247447531
180.000000,30.000000,180.0,12.344299842993763,9.170489248512517,72.92954921339025,101.3,5.0712,0.0124,35.0891,9.34459657579231,7.871393553160495,12.049770653600245,9.632000478927125,7.897980493268374,10.725445606179198,8.487400200542911,11.86850751256923,7.970290126321183,11.0023314223771,10.727153077933043,11.279556018827854,10.605045842953631,8.721366705703947,2.618762999524533e-07,3.110507745853784e-07,3.179669699540447e-07,3.6207885348149116e-07,1.2973340256295386e-05,1.663126036486602e-05,1.338936227210752e-05,1.1374841167159022e-05,3.3753795137534374e-05,0.00017482421446618623,4.33149927828017e-05,9.51534968863556e-05,9.264315709900308e-05,5.618011034571354e-05,0.00188100564975002,-0.00109101933710321,0.000287132498972069
180.000000,30.000000,180.0,0.736993706809122,21.520874520387974,70.7743211506713,101.3,5.0712,0.0124,35.0891,22.923578286072118,23.7822230318028,22.75799299646543,20.754045415853135,23.77068400214455,20.552037349291467,22.328806755087925,24.500889333310404,20.149440453189282,23.243172570780903,21.322548283838135,23.125631821793004,23.559116886823944,24.470568568368762,2.330590991643789e-07,3.034416893045842e-07,3.223238721231961e-07,3.675669064359207e-07,1.4152797789400181e-05,1.68812313704725e-05,1.5742495230365193e-05,1.0062016129778294e-05,4.141324033067197e-05,0.00015600649154207311,4.842478504004375e-05,9.358159127852454e-05,9.402484257589486e-05,5.678001285583174e-05,-0.0680329562601401,-0.0156427505892403,0.0014393784290849
180.000000,30.000000,180.0,2.5587779239882464,7.835844386918859,61.71267383415794,101.3,5.0712,0.0124,35.0891,6.097899754663367,8.353165058354346,9.153701431724606,8.557129508973315,10.012403110275454,7.75856111600465,7.807346573151699,6.331828135392366,6.037105339695784,6.875227872004712,7.539726730493184,7.360013638252892,9.538936911795181,10.223874060817826,2.6777908549796103e-07,2.7955208372218894e-07,3.388896054564204e-07,3.3269819125167536e-07,1.2255701258931277e-05,1.3749806904210424e-05,1.3832733977574244e-05,1.2461975133893154e-05,3.8494357521134755e-05,0.00018037659761436944,5.143900689524375e-05,8.626110202232904e-05,0.00011611691077457137,5.9184332212006095e-05,0.00173505852077938,-0.00114981363770283,0.00032798560212247
180.000000,30.000000,180.0,12.825398268871021,23.647130841528444,61.285989027811894,101.3,5.0712,0.0124,35.0891,24.691391858517687,25.893699730425897,25.05565049362057,25.89532551712392,26.50483660268375,22.624513993332545,24.982512660623073,22.749852387561784,22.72575794516353,24.250673930543936,24.163898133235843,25.14719160084487,22.619297686895486,26.24267439662217,2.508248140912491e-07,3.105393070691714e-07,3.2632985884367314e-07,3.1925215427777e-07,1.2734350328990449e-05,1.8743436755290788e-05,1.5339347654086153e-05,9.382036380624268e-06,3.578923518518205e-05,0.00015817128948762465,4.52432474153145e-05,9.77535323291505e-05,0.00010760743288759944,5.82004781055759e-05,0.00167498574415959,-0.00121686036622037,0.000340815056033663
